uid	sid
106	4103
106	4347
106	4379
106	5093
106	7501
107	607
107	2149
107	2249
107	2979
107	3934
107	5878
107	6886
108	124
108	2396
108	2979
108	3781
108	3989
108	7725
109	414
109	432
109	1360
109	2134
109	2227
109	2521
109	3222
109	3574
109	3755
109	4904
109	5014
109	5202
109	5380
110	144
110	261
110	1131
110	2118
110	2501
110	3391
110	3814
110	4081
110	5434
110	5655
110	6367
110	6493
110	6675
110	6734
111	640
111	1080
111	1813
111	2449
111	3653
111	4275
111	4694
111	5473
111	5798
111	5871
111	5878
111	6774
111	6819
111	7459
112	732
112	1587
112	1814
112	2407
112	2445
112	3545
112	3814
112	3938
112	4301
112	4397
112	4503
112	4626
112	4633
112	4935
112	5381
112	5465
112	5563
112	5602
112	5808
112	5844
112	6084
112	6348
112	7863
113	90
113	766
113	2253
113	2408
113	2445
113	3665
113	3781
113	3814
113	4503
113	4633
113	4864
113	5602
113	6799
114	781
114	870
114	1280
114	1721
114	1813
114	3052
114	3811
114	4340
114	4779
114	5197
114	6588
114	6737
114	6774
115	1587
115	2408
115	2466
115	4371
115	4934
115	7313
116	261
116	627
116	1048
116	1721
116	2245
116	2602
116	3564
116	3583
116	3948
116	6799
117	813
117	2356
117	3056
117	3073
117	3685
117	3811
117	4084
117	5724
117	5789
117	6919
117	7063
117	7388
117	7436
118	314
118	315
118	1118
118	2315
118	4049
118	4392
118	6816
119	158
119	2110
119	3839
119	4274
119	4391
119	5404
119	6774
120	1652
120	1657
120	1973
120	3564
120	3583
120	4301
120	4392
120	5049
120	5655
121	87
121	934
121	969
121	3440
121	4763
121	5742
121	5751
121	5764
122	631
122	792
122	934
122	957
122	1000
122	1198
122	1642
122	1657
122	2119
122	2979
122	3583
122	3749
122	3752
122	3898
122	3920
122	3989
122	4016
122	4394
122	4641
122	5056
122	5232
122	5276
122	5533
122	5730
122	7176
123	197
123	248
123	742
123	1936
123	2449
123	2501
123	4103
123	6730
123	6799
123	7772
124	769
124	1657
124	4472
124	4560
124	5283
124	5392
124	5434
124	5630
124	5654
124	7264
124	7622
124	7799
124	7846
125	34
125	269
125	1019
125	2149
125	2903
125	4156
125	5878
125	6279
125	7510
126	420
126	1538
126	1657
126	1688
126	3041
126	3308
126	3583
126	3898
126	3948
126	4037
126	4302
126	4530
126	5622
126	6273
127	1485
127	1820
127	2117
127	2979
127	4748
127	5516
127	5595
127	5608
127	6737
127	7574
128	2436
128	2480
128	4442
128	5042
128	5392
128	5721
128	6153
128	6734
128	6774
128	6919
128	7015
128	7070
129	2350
129	2973
129	4394
129	4556
129	5102
129	5402
129	5465
129	5512
129	6844
130	74
130	106
130	1622
130	2227
130	3548
130	3898
130	4015
130	5174
130	5176
130	5232
130	5940
130	6767
130	7398
131	414
131	432
131	2835
131	3058
131	3574
131	3665
131	4081
131	4359
131	4543
131	4666
131	5174
132	158
132	2979
132	3045
132	3997
132	4281
132	4318
132	4394
132	4695
132	4934
132	5095
132	5322
132	5533
132	5655
133	2134
133	2356
133	3755
133	3972
133	5325
133	5340
133	5403
133	5434
133	5436
133	5563
133	5655
133	5661
133	6396
133	7068
133	7854
133	7927
134	118
134	261
134	627
134	1099
134	1980
134	3340
134	4015
134	6246
135	432
135	1814
135	1846
135	2333
135	2404
135	3035
135	3583
135	5117
135	5655
135	6119
135	6670
136	329
136	813
136	1072
136	1301
136	2449
136	2966
136	3140
136	3948
136	4281
136	4371
136	5319
136	5399
136	5655
136	5879
136	7927
137	789
137	2762
137	3524
137	4198
137	6138
137	6582
137	6886
137	7770
138	379
138	559
138	664
138	769
138	773
138	1409
138	1586
138	2149
138	2963
138	3089
138	3311
138	3784
138	4371
138	5582
138	7394
139	317
139	769
139	1851
139	2602
139	4103
139	5313
139	5878
139	7449
139	7450
140	414
140	742
140	1721
140	1829
140	2180
140	2402
140	2466
140	2903
140	3665
140	4036
140	4792
140	5909
140	5944
140	6774
140	6912
141	2137
141	2236
141	2441
141	3214
141	3814
141	3938
141	4397
141	4741
141	5325
141	5402
141	5403
141	5465
141	5510
141	5563
141	5909
142	1360
142	1441
142	2254
142	2343
142	2406
142	2423
142	2489
142	2959
142	3155
142	3331
142	3500
142	4572
142	5465
142	5510
142	5950
142	6195
142	6369
143	715
143	2018
143	2499
143	2687
143	3753
143	3994
143	5878
143	6572
143	6615
143	7016
144	248
144	785
144	2269
144	2342
144	2487
144	2498
144	3331
144	3400
144	3749
144	4404
144	5037
144	5785
144	5870
144	6064
144	7874
145	256
145	3423
145	4347
145	4873
145	4939
145	5275
145	5276
145	5307
145	5325
145	5354
145	5403
145	7315
146	1997
146	3938
146	5162
146	5174
146	5878
146	6463
146	7601
147	740
147	812
147	1925
147	2944
147	3132
147	3923
147	4302
147	5174
147	5202
147	5325
147	5436
147	5630
148	81
148	752
148	1703
148	2214
148	2253
148	2835
148	5838
148	6485
149	1668
149	2214
149	2963
149	3151
149	3538
149	3872
149	4100
149	4105
149	4412
149	4555
149	4719
149	4897
149	5090
149	5093
149	5555
149	5606
149	6178
149	6394
149	7411
150	2449
150	3564
150	3583
150	3773
150	3867
150	4397
150	4403
150	4629
150	4873
150	4934
150	4935
150	4969
150	5095
150	5178
150	5337
150	5384
150	5533
150	5655
150	6514
150	6774
150	7070
151	90
151	432
151	475
151	732
151	2035
151	3811
151	5117
151	6907
151	7453
152	187
152	2602
152	2835
152	3913
152	3988
152	3989
152	4186
152	4457
152	5176
152	5808
152	6568
152	6964
152	6974
152	7313
152	7395
152	7599
153	81
153	475
153	905
153	3058
153	3628
153	5944
153	6693
153	7186
154	217
154	660
154	688
154	835
154	1657
154	1779
154	1846
154	3499
154	4852
154	5380
154	5966
154	6556
154	6594
154	6949
154	7015
154	7041
154	7398
154	7436
154	7599
155	93
155	118
155	616
155	1431
155	1526
155	2119
155	2487
155	2979
155	3052
155	3564
155	3935
155	3994
155	4423
155	4445
155	4873
155	4941
155	4992
155	5174
155	5231
155	5329
155	5343
155	5392
155	5465
155	5655
155	5789
155	5808
155	5878
155	6734
155	6877
155	6949
155	7015
155	7094
155	7240
155	7388
155	7446
155	7773
155	7799
156	1581
156	1652
156	1710
156	2149
156	2253
156	2602
156	2710
156	5163
156	5808
156	6651
157	81
157	1300
157	2407
157	3052
157	4640
157	5325
157	5398
157	5481
157	6108
157	7599
158	93
158	2071
158	2395
158	3058
158	3331
158	4036
158	4608
158	6919
158	7388
158	7599
158	7729
159	611
159	758
159	1690
159	1814
159	2117
159	2501
159	3512
159	3517
159	3681
159	4864
159	5627
159	5691
159	6139
159	7864
160	261
160	276
160	371
160	475
160	1854
160	1855
160	1857
160	3811
160	5014
160	5844
160	5864
160	7622
160	7673
160	7674
160	7675
160	7676
160	7678
160	7679
161	93
161	383
161	768
161	1470
161	2315
161	3564
161	4391
161	6433
161	6603
161	6734
161	6774
161	6818
161	6995
161	7070
161	7162
161	7510
162	1505
162	1652
162	2010
162	2097
162	3583
162	3989
162	4302
162	4467
162	4530
162	4735
162	5235
162	5275
162	5276
162	5537
162	5655
162	5657
162	5675
162	6369
163	692
163	2449
163	2673
163	4005
163	4521
163	5364
163	5439
163	5879
163	6347
163	6719
163	6742
163	6872
163	7582
164	146
164	1635
164	5737
164	6015
164	6502
164	6568
164	6799
164	7266
164	7436
165	430
165	715
165	1133
165	1134
165	1536
165	2296
165	3544
165	4359
165	5255
165	5402
165	5465
165	5512
165	5563
165	6131
165	6293
165	6518
165	6819
165	6964
165	7109
166	174
166	432
166	840
166	888
166	1690
166	1730
166	1962
166	2889
166	3564
166	6013
166	6624
166	7076
167	1878
167	2979
167	3035
167	4596
167	5074
167	6590
168	1657
168	2637
168	2838
168	4392
168	4397
168	4958
168	5402
169	2428
169	2979
169	3094
169	3948
169	4394
169	5608
169	5711
169	5772
169	7001
169	7223
170	93
170	561
170	654
170	769
170	1622
170	1929
170	2114
170	2149
170	2231
170	2406
170	3222
170	3808
170	3898
170	4864
170	5095
170	5231
170	6799
170	6995
171	769
171	1398
171	1410
171	1427
171	1658
171	1703
171	2134
171	2466
171	5362
171	5600
171	5628
171	5829
171	5878
171	6580
171	7177
171	7817
172	22
172	806
172	1019
172	1145
172	1629
172	5854
173	43
173	118
173	244
173	432
173	475
173	934
173	1420
173	1652
173	1666
173	2395
173	2481
173	2718
173	3564
173	5878
173	6918
173	7015
173	7264
173	7446
174	627
174	2407
174	3058
174	3680
174	5172
174	5510
174	5572
174	5808
174	6888
174	6922
175	660
175	1999
175	2097
175	2485
175	3008
175	3050
175	3072
175	3298
175	3959
175	4530
175	4603
175	5108
175	5676
176	773
176	4677
176	4864
176	5384
176	5495
176	5807
176	6139
177	815
177	934
177	2149
177	2236
177	2569
177	5176
177	5878
177	6134
177	6153
178	262
178	406
178	640
178	1763
178	1854
178	1855
178	3636
178	4457
178	4574
178	6301
178	6384
178	6706
178	7678
178	7679
178	7680
178	7681
178	7683
179	93
179	109
179	1870
179	1933
179	2002
179	2048
179	2286
179	3400
179	3458
179	3877
179	3892
179	3994
179	4937
179	5465
179	5510
179	5879
180	261
180	1189
180	1829
180	2253
180	2406
180	2421
180	3781
180	3948
180	4361
180	5552
180	7605
180	7831
180	7835
180	7863
180	7936
180	7960
181	124
181	1578
181	1597
181	2308
181	4778
181	5290
181	5878
181	6018
181	6491
181	7075
181	7294
181	7413
182	1347
182	2366
182	2933
182	3286
182	4624
182	4640
182	6105
183	51
183	248
183	475
183	1591
183	1594
183	2903
183	3242
183	3574
183	3692
183	3755
183	3781
183	4000
183	4036
183	4392
183	4423
183	4520
183	5117
183	5313
183	5325
183	5402
183	5512
183	5713
183	6485
183	6493
183	6779
183	7927
183	7941
184	81
184	475
184	1054
184	3222
184	3755
184	3972
184	5102
184	5117
184	5176
184	5253
184	5402
184	5403
184	5465
184	5573
184	5613
184	5654
185	230
185	1657
185	1879
185	1974
185	2047
185	2254
185	2445
185	2602
185	2978
185	3464
185	4394
185	4403
185	4934
185	5569
185	5780
185	6799
186	2338
186	2466
186	2521
186	3052
186	3564
186	4359
186	4394
186	5011
186	5102
186	5436
186	6670
186	7223
187	248
187	2312
187	2350
187	2421
187	3938
187	5709
187	6051
187	6601
187	7863
188	1496
188	2083
188	2449
188	3956
188	4939
188	5573
188	5909
188	6153
188	6823
188	6907
188	7141
188	7713
189	616
189	1657
189	2149
189	2402
189	3583
189	3888
189	4528
189	5404
189	6724
189	7195
190	1973
190	2979
190	4394
190	6799
190	7015
190	7425
191	475
191	3503
191	3919
191	4119
191	4224
191	4232
191	4233
191	4403
191	6117
191	6493
191	6886
191	7094
191	7453
192	34
192	867
192	1122
192	1547
192	1991
192	2286
193	399
193	1360
193	2227
193	2315
193	2333
193	2602
193	2831
193	2838
193	2979
193	3583
193	3755
193	4934
193	4941
193	5403
193	5512
193	5655
193	5665
193	6221
193	7620
194	2449
194	2565
194	2922
194	3231
194	5400
194	6442
195	1360
195	2231
195	2333
195	2617
195	3129
195	4397
195	5466
195	5602
195	5879
195	6434
195	6769
195	6786
195	7503
195	7863
196	475
196	2286
196	2838
196	4274
196	4457
196	7266
196	7425
196	7582
197	13
197	821
197	1539
197	1547
197	1936
197	1962
197	1967
197	2398
197	4091
197	4248
197	4616
197	4782
197	4912
197	5878
197	6013
197	7170
198	1985
198	2978
198	3058
198	3438
198	4391
198	4457
198	4522
198	5232
198	5255
198	5340
198	5495
198	6886
199	1360
199	1829
199	2236
199	2426
199	4281
199	4392
199	5510
199	6462
199	7070
200	196
200	199
200	201
200	550
200	896
200	1045
200	1296
200	1885
200	2237
200	2507
200	2543
200	4469
200	4666
200	5210
200	5284
200	5371
200	5883
200	6076
200	7370
200	7622
201	1321
201	1478
201	1784
201	6058
201	6347
201	6698
202	440
202	1609
202	2286
202	2529
202	2898
202	3564
202	4593
202	6190
202	6347
202	6893
203	102
203	2309
203	2818
203	3179
203	3819
203	4119
203	4347
203	4881
203	5362
203	5884
203	6038
203	6704
203	7035
203	7704
203	7705
204	314
204	315
204	316
204	2249
204	2402
204	2407
204	2449
204	3564
204	3888
204	3898
204	4633
204	5551
204	6799
204	6813
204	6816
205	1013
205	1142
205	1319
205	2149
205	2583
205	2815
205	4408
205	6619
205	7508
206	477
206	949
206	1646
206	2324
206	3315
206	3811
206	5896
206	6384
206	6836
206	7536
206	7812
207	1989
207	2134
207	3052
207	3744
207	4403
207	4503
207	5160
207	5306
207	5466
207	5879
207	6153
207	6759
208	118
208	730
208	1110
208	1980
208	2114
208	2180
208	2245
208	2838
208	3058
208	6734
208	6774
208	6919
208	6928
208	7015
208	7070
208	7831
209	1489
209	2449
209	3315
209	3665
209	4852
209	4897
209	5384
210	184
210	2149
210	3938
210	3949
210	6458
210	6760
211	74
211	140
211	1219
211	1587
211	4129
211	4161
211	4245
211	4254
211	5392
211	5761
211	6734
211	6876
211	6912
211	6975
211	7015
211	7070
212	1846
212	2836
212	3546
212	3556
212	3672
212	3698
212	3702
212	3760
212	3784
212	4022
212	4739
212	4757
213	1495
213	3888
213	3898
213	4281
213	5050
213	5232
213	5655
213	5658
213	5675
213	6970
213	7016
213	7655
214	2134
214	3814
214	3898
214	4139
214	4397
214	5072
214	5404
214	5563
214	6347
215	81
215	93
215	212
215	1360
215	1456
215	2441
215	2988
215	3047
215	3732
215	3755
215	3806
215	3811
215	5680
215	5945
216	3331
216	3780
216	3811
216	5176
216	5384
216	5465
216	5512
216	6367
217	90
217	1747
217	2149
217	3583
217	5354
217	5569
217	5655
217	5722
217	6362
218	161
218	2614
218	3465
218	3949
218	4939
218	5533
219	118
219	248
219	1146
219	2169
219	2368
219	2812
219	3009
219	5006
219	5387
219	5509
219	5808
219	5878
219	5958
219	6568
219	6733
219	6774
219	7379
219	7620
220	130
220	215
220	295
220	527
220	982
220	3045
220	3113
220	3115
220	3193
220	3784
220	7637
221	2253
221	2426
221	2441
221	2942
221	2979
221	3253
221	4371
221	5573
221	5711
222	93
222	115
222	158
222	660
222	1360
222	1563
222	1603
222	1656
222	1657
222	1721
222	1842
222	2114
222	2227
222	2449
222	2717
222	2921
222	2979
222	3052
222	3058
222	3080
222	3583
222	4037
222	4391
222	5364
222	5392
222	5465
222	5613
222	5619
222	6020
222	6580
222	7070
222	7264
222	7313
222	7371
222	7446
222	7599
222	7942
223	90
223	248
223	414
223	475
223	561
223	934
223	1099
223	1657
223	2245
223	2423
223	2942
223	3325
223	3545
223	3755
223	4935
223	5095
223	5510
223	5603
223	6380
223	6493
223	6780
224	328
224	1997
224	2002
224	2259
224	3574
224	3994
224	4687
224	4712
224	5402
224	5465
224	5878
224	6485
224	6774
225	2249
225	3781
225	3938
225	4392
225	5042
225	6774
225	7015
226	3155
226	3583
226	4301
226	4361
226	4394
227	769
227	1814
227	2042
227	2117
227	2402
227	2407
227	2426
227	2501
227	3814
227	4984
227	5510
227	5611
227	5993
227	6799
228	1652
228	1657
228	4140
228	4397
228	4641
228	5513
228	5630
228	6115
228	6886
229	93
229	627
229	1337
229	1683
229	3052
229	3331
229	3951
229	4633
229	4982
229	5232
229	5651
229	6308
229	7203
230	2651
230	3319
230	4863
230	5067
230	5465
230	5563
231	37
231	334
231	1441
231	2236
